COMPONENT	COMPONENTDESC	COMPTYPE	BFUNCTION	BFUNCDESC	BFUNCCATEG	BFCONFLICT	CURR_STAT	FUT_STAT	CATEGORY
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_TMC_CI_2	"HCM, Core Procs in Tal. Mgmt 02"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_TMC_CI_3	"HCM, Core Procs in TalentMgmt 03"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	PRS_HCM_CPILS_1	"HCM, CATS WD Lean Staffing"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	PSM_PBC_CI_1	"PSM, Position Budgeting and Ctrl"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	PSM_PBC_MIXEDFUND	Funds-/Mixed Financing	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_ESS_UI5_1	"HCM, ESS on SAP UI5"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_ESS_UI5_2	"HCM, ESS on SAP UI5 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_ESS_WDA_1	Employee Self Services on WDA	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_ESS_WDA_2	"HCM, ESS on Web Dynpro ABAP 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_ESS_WDA_3	"HCM, ESS on WD ABAP 3"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_11	HCM Localization Topics	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_12	"HCM, Topics for India and Japan"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_13	HCM Topics for Japan	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_17	"HCM, Pension IT/Parallelization"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_26	"HCM, Localization for India"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_28	"HCM, Localization for China"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_29	HCM XSS WDA Additions EHP6 SP01	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_48	Advanced Claims UI Revamp	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_59	PAOM Countries Wave 4.0	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_66	HR renewal 2.0 FP01 Countries	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_75	Declustering for CE PY	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_83	HR renewal 2.0 FP03 Countries	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_84	HR renewal 2.0 FP04 Countries	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_85	HR renewal 2.0 FP05 Countries	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_LOC_CI_9	"HCM, Topics for Spain and Italy"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_MOBILEINBOX_TT_1	"HCM, Time & Travel Mgmt (Mobile)"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_PAO_CI_1	"HCM, Personnel & Organization"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_PAO_CI_2	"HCM, Personnel & Organization 02"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_PAO_CI_3	"HCM, Personnel & Organization 03"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_PAO_CI_4	"HCM, Personnel & Organization 04"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_PAO_CI_5	"HCM, Personnel & Organization 05"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_PAO_CI_6	"HCM, Personnel & Organization 06"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_PD_ORGVIS_1	"HCM, Workforce Viewer 01"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRRXX		Others	HCM_TIM_WDA_1	"HCM, Leave Request in ESS & MSS"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	FIN_LOC_CI_10	"FI, LO, Interest on Arrears"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	FIN_LOC_CI_5	FI&FM Public Sector Spain	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_ACC_SEIZURE	Seizure of Non-Pyrl Liabilities	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_ESOA_SDINT	PSM extensions for SD services	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FA_CASH	Cash-Basis Acc. & Cash Flow Rep.	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FA_CI	Fund Accounting	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FA_CI_2	Fund Accounting 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FM_BCS_AVC	"PSM, BCS Availability Control"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FM_BCS_CI_1	"PSM, Budget Control System"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FM_BCS_FMAA_DESCR	BCS FM account assignment texts	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FM_BCS_MBS	"PSM, Multi-Level Budget Struct."	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FM_BCS_MBS_2	"PSM, Multi-Level Budget Struc. 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FM_CI_2	"PSM, Funds Management 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FM_CI_3	"PSM, Funds Management 3"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FM_CI_4	"PSM, Funds Management 4"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FM_LOC_CI_01	"PSM, FM, Localization ES, EA-PS"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FM_LOC_CI_02	"PSM, FM, Localization IT, EA-PS"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FM_LOC_CI_03	"PSM-FM, Localization for China"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FM_LOC_CI_04	Invoice Split Spain	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FM_LOC_GVA	"PSM-FM, Localization GVA Spain"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_FM_REASSIGN	"PSM, Reassignment w. FI-GL (New)"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_GM_GTE_CI_1	Grantee Management	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_GM_GTE_CI_2	"PSM, Grantee Management 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_GOVPROC_JFMIP	"PSM, Financial Integration EA-PS"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_GOVPROC_PA	"PSM, Pricing Arrangement in PPS"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_GRANTOR_APAR	"PSM, Grantor Integration (AP/AR)"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_GRANTOR_APAR_2	"PSM, Enh. Feat. GM-GTR (AP/AR)"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_MM_MAA	"PSM, MAA Final Acct Assignment"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_PPS_INTEGRATION	"PSM, Addnl Functions in SAP PPS"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_REP_LOC_01	"PSM-FM, Rep. and G/L Acc. for HU"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_REP_LOC_02	"PSM-FM, Reporting Loc. for CZ"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_REP_LOC_03	"PSM-FM, Reporting Loc. for SK"	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_USFED_BPN_1	Business Partner Network	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_USFED_CI_2	"PSM, US Federal 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_USFED_CI_3	"PSM, US Federal generic 3"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_USFED_DEBT_1	Debt Management	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_USFED_DEBT_RESCHEDULE	"PSM, US Federal Debt Management"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_USFED_PEROP_1	Period of Performance	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_USFED_PPAP_1	PPA and Payments	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_USFED_PPAP_2	"PSM, US Federal PPA and Payments"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_USFED_PPAP_3	US Federal - PPA and Payments 3	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_USFED_REIMB_1	Reimbursable Orders	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-PS	SAP Enterprise Extension Public Services	Others	PSM_USFED_SO_ADJ	"PSM, US Fed - SO Adjustment prog"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_EARETAIL_SCM	"Retail, Supply Chain, EA"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_BONUS_BUY	"Retail, Bonus Buy"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_CHAR_VALUES	Business Function for Char Value	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_CI	"Retail, Contin.Improvements EA"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_CRM_INTEG	"Retail, MD Integration in CRM 02"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_DSD	"Retail, Direct Store Delivery"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_DSD_2	"Retail, Direct Store Delivery 2"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_ENH_MAT_SEARCH	"Retail, MM Enh. Mat. Search"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_GDS	"Retail, Global Data Synchron."	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_INDIA_LOC	"Retail, Localization for IN"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_INSTORE_FPD	"Retail, Instore Food Production"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_INSTORE_FPD_2	"Retail, Instore Food Prod. 2"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_MAP_IF	"Retail, MAP Interface"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_MAP_IF2	"Retail, MAP Interface 2"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_MATERIAL_LEDGER	Retail - Material Ledger	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_MCF_R1	SAP Multichannel Foundation	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_MCF_R2	SAP Multichannel Foundation	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_OFR_INTG_SFWS	Offer Promo Integration	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_OPP	Integration of OPP	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_OUTBOUND_DMF	"Retail, Expt Retail Data to PMR"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_PERISH_PROCUREMENT	"Retail, Perishables Procure EA"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_PODATELINES	Datelines in Classical PO	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_PODATELINES_02	Enhancements for PO Datelines	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_POS_INBOUND	POS Inbound enhancements	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_POS_INTEG	"Retail, POS Integration"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_PROMO	"Retail, ERP Inbound Promotions"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_PROMO_2	"Retail, Inbound Promotions 2"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_PSM	Business Function for PSM	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_RMA	"Retail, Method of Accounting"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_RMA_2	"Retail, Method of Accounting 2"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_RMA_3	"Retail, RMA Cost Allocations"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_STORE_2	"Retail, Store & Multichannel 2"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_STORE_3	"Retail, Store & Multichannel 3"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_STORE_4	"Retail, In-Store MIM"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
EA-RETAIL	SAP Enterprise Extension Retail	Others	ISR_RETAIL_USABILITY	"Retail, Usability EA"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	/SAPMP/GEN_MILLFUNC	Mill Functions for Mining	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
ECC-DIMP	DIMP	Industry Solutions	/SAPMP/PP_CMTSBVAL	MTS with Ind. Batch Determ.	Industries Business Functions	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	/SAPMP/USER_PROD	"Mill Products, UI Harmonization"	Industries Business Functions	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	AD_GPD_CI_1	GPD Improvements	Industries Business Functions	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	AD_GPD_CI_2	GPD Innovations	Industries Business Functions	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	AD_MPN_SCM	Material Exchange Using SCM	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
ECC-DIMP	DIMP	Industry Solutions	AD_MPN_SCM_2	Mat.Exc.SCM Int/Ext Comp.Repair	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
ECC-DIMP	DIMP	Industry Solutions	AD_MPN_STO	Interchangeability in STO	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
ECC-DIMP	DIMP	Industry Solutions	AD_MRO_CI_3	"Rot/SSP, Subcon Innovations"	Industries Business Functions	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	AUTO_DP_1	"Dealer Portal, VMS, SPP, ES"	Industries Business Functions	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	AUTO_DP_2	"DP, NWBC, VC Intgr."	Industries Business Functions	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	ERP_ECC_MSP_EA	ERP MSP(general core enablement)	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	IS_AD_S2K_VER_2014	A&D SPEC2000 Version 2014	Industries Business Functions	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	LOG_EAM_ELBK	Electronic Logbook Data Exchange	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	LOG_EAM_POM_2	MEB and Logbook Innovations	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	LOG_EAM_ROTSUB	Refurbishment & Subcontracting	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	LOG_EAM_ROTSUB_2	Refurbishment & Subcontracting 2	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	LOG_EAM_WTY	Warranty for customer service	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
ECC-DIMP	DIMP	Industry Solutions	LOG_MM_RL	Returnable Packaging Logistics	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
ECC-DIMP	DIMP	Industry Solutions	LOG_SD_EDIMON	EDI Monitors	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
ERECRUIT	E-Recruiting	Industry Solutions	HCM_ERC_ANALYTICS_1	"HCM, SAP E-Recruiting Analytics"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
ERECRUIT	E-Recruiting	Industry Solutions	HCM_ERC_CI_1	"HCM, SAP E-Recruiting 1"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
ERECRUIT	E-Recruiting	Industry Solutions	HCM_ERC_CI_2	"HCM, SAP E-Recruiting 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
ERECRUIT	E-Recruiting	Industry Solutions	HCM_ERC_CI_3	"HCM, SAP E-Recruiting 3"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
ERECRUIT	E-Recruiting	Industry Solutions	HCM_ERC_CI_4	"HCM, SAP E-Recruiting 4"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
ERECRUIT	E-Recruiting	Industry Solutions	HCM_ERC_EIC_1	"ERC, Integration with SSC"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
ERECRUIT	E-Recruiting	Industry Solutions	HCM_ERC_EIC_2	"ERC, Integration with SSC 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
ERECRUIT	E-Recruiting	Industry Solutions	HCM_ERC_SES_1	"HCM, SAP E-Recruiting Search 1"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
ERECRUIT	E-Recruiting	Industry Solutions	HCM_TM_ANALYTICS_1	"HCM, TM Analytics 1"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
FI-CA	FI-CA	Industry Solutions	FICA_EF	FI-CA Funds Commitments	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CA	FI-CA	Industry Solutions	FICA_FM	FM Contract AP/AR	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CA	FI-CA	Industry Solutions	FIN_FSCM_BD_2	"BD: Pr. to Pay, Cust. Fld. Ext."	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX	Contract A/R + A/P	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_BILL_INVOICING	Billing and Invoicing	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_CI_1	"Contract Accounts A/P & A/R, 01"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_CI_2	"Contract Accounts A/R and A/P,02"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
FI-CAX	FI-CA Extended	Industry Solutions	FICAX_CI_3	"Contract Accounts A/R + A/P, 03"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
